Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,acne,pimples,black heads,dull skin,wrinkles,dark circles,pollution,blue light,uv exposure
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,0,0,0,0,1,0,1,0,0
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,1,0,0,0,0,0,0,1,0
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,0,1,0,0,0,0,0,1,0
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,0,0,1,0,0,0,0,1,0
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,0,0,0,0,1,0,0,1,0
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,1,0,0,0,0,0,0,0,1
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,0,1,0,0,0,0,0,0,1
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,0,0,1,0,0,0,0,0,1
Not Suitable,BELIF,Peat Miracle Revital Eye Cream,$58,4.3,"Water, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glyceryl Stearate, Neopentyl Glycol Dicaprate, Hydrogenated Polydecene, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, C14-22 Alcohols, Portulaca Oleracea Extract, Biosaccharide Gum-1, Panthenol, PEG-100 Stearate, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Alchemilla Vulgaris Leaf Extract**, Viola Tricolor Extract**, Rosa Damascena Flower Extract**, Spiraea Ulmaria Flower Extract**, Althaea Officinalis Root Extract**, Avena Sativa (Oat) Kernel Extract***, Calendula Officinalis Flower Extract***, Nepeta Cataria Extract***, Rubus Idaeus (Raspberry) Leaf Extract***, Baptisia Tinctoria Root Extract***, Stellaria Media (Chickweed) Extract***, Aminobutyric Acid, Jojoba Esters, Dimethicone, Sorbitan Stearate, C12-20 Alkyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Trisodium EDTA, Fragrance+, Citronellol, Limonene, Geraniol , Linalool*. **Napiers Moisture Formula. ***Napiers Original Formula. +Fragrances Of Natural Origin.",0,0,0,0,1,0,0,0,0,1,0,0,0,1
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",1,1,1,1,0,0,0,0,0,1,1,0,0,0
Not Suitable ,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",0,0,0,0,1,1,1,1,1,0,0,1,1,1
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",1,0,0,0,0,0,0,0,0,1,0,0,0,0
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",1,0,0,0,0,0,0,0,0,0,1,0,0,0
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",0,1,0,0,0,0,0,0,0,1,0,0,0,0
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",0,1,0,0,0,0,0,0,0,0,1,0,0,0
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",0,0,1,0,0,0,0,0,0,1,0,0,0,0
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",0,0,1,0,0,0,0,0,0,0,1,0,0,0
Suitable,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,$170,5,"Water, Butylene Glycol, Glycerin, Dimethicone, Cyclopentasiloxane, Stearic Acid, Niacinamide, 1,2-Hexanediol, Cetearyl Alcohol, Sucrose Distearate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Behenic Acid, Polyglyceryl-10 Myristate, Cetyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Titanium Dioxide, Dipeptide-2, Palmitoyl Tetrapeptide-7, Acetyl Tetrapeptide-9, Ceramide NP, Phytosteryl Isostearate, Hydrogenated Lecithin, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Hesperidin Methyl Chalcone, Allantoin, Tocopheryl Acetate, Lactobacillus/Soybean Ferment Extract, Xanthan Gum, Adenosine, Viscum Album (Mistletoe) Leaf Extract, Imperata Cylindrica Root Extract, Synthetic Fluorphlogopite, Mannitol, Carbomer, Sodium Hydroxide, Disodium EDTA, Behenyl Alcohol, Batyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glyceryl Stearate, Steareth-20, Tin Oxide.",0,0,0,1,0,0,0,0,0,1,0,0,0,0
